CLAIM_STATUS,PREMIUM_AMOUNT,CLAIM_AMOUNT,AGE,TENURE,NO_OF_FAMILY_MEMBERS,INCIDENT_HOUR_OF_THE_DAY,CLAIM_TO_PREMIUM_RATIO,REPORT_DELAY_DAYS,POLICY_DURATION_DAYS,INSURANCE_TYPE,MARITAL_STATUS,EMPLOYMENT_STATUS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE
0,7.11,700,59,15,2,2,98.45288326300984,5,1871,Mobile,Y,Y,L,Mortgage,LI,Bachelor,Minor Loss,Police,0,1,AR
0,87.25,3000,55,85,7,19,34.383954154727796,5,2209,Travel,N,Y,M,Own,LI,Bachelor,Total Loss,Ambulance,1,1,AR
0,11.31,500,55,73,2,18,44.208664898320066,0,3123,Mobile,N,Y,L,Rent,LI,Bachelor,Minor Loss,,1,1,AR
0,88.95,4000,51,75,5,12,44.96908375491849,5,3673,Motor,Y,Y,M,Rent,MI,Bachelor,Total Loss,,0,1,CA
0,137.09,1000,49,115,6,19,7.294478080093369,5,1657,Health,Y,Y,M,Own,MI,High School,Total Loss,Ambulance,1,1,MA
0,136.6,10000,35,14,6,18,73.20644216691069,5,1445,Motor,N,Y,M,Mortgage,LI,PhD,Major Loss,,1,1,MD
0,118.69,7000,64,20,4,13,58.977167410902354,3,2238,Motor,Y,N,M,Own,HI,Masters,Total Loss,Police,1,0,TN
0,72.92,3000,48,60,4,18,41.14097641250686,5,2107,Motor,Y,Y,L,Own,LI,Bachelor,Total Loss,,1,1,AZ
0,86.79,22000,42,73,3,2,253.48542458808618,5,2053,Property,Y,Y,M,Rent,LI,High School,Total Loss,Ambulance,1,1,AR
0,64.31,24000,42,55,6,20,373.1923495568341,5,854,Life,Y,Y,L,Mortgage,HI,Bachelor,Major Loss,Ambulance,0,0,DC
0,7.04,700,41,23,7,14,99.43181818181819,5,1812,Mobile,Y,Y,M,Rent,HI,Bachelor,Total Loss,Police,1,1,OK
0,9.15,700,25,115,4,10,76.50273224043715,1,735,Mobile,Y,Y,H,Mortgage,LI,Masters,Minor Loss,Ambulance,0,1,GA
0,87.07,2000,35,49,6,19,22.970024118525327,0,732,Travel,N,Y,M,Mortgage,HI,Bachelor,Major Loss,Ambulance,0,1,KY
0,183.42,11000,61,90,7,2,59.971649765565374,5,3408,Health,Y,Y,L,Rent,LI,Bachelor,Total Loss,Police,1,1,MA
0,110.99,17000,25,29,3,1,153.16695197765566,5,3012,Property,N,Y,L,Own,HI,,Minor Loss,Ambulance,1,0,CA
0,79.53,5000,25,71,4,13,62.8693574751666,1,3791,Travel,N,Y,M,Rent,HI,MD,Minor Loss,Ambulance,1,1,MA
0,137.26,8000,48,60,2,10,58.28354946816261,5,3541,Motor,Y,Y,L,Own,MI,College,Major Loss,Police,1,1,MA
0,74.6,9000,37,20,4,6,120.64343163538875,5,3256,Motor,Y,Y,M,Own,MI,,Major Loss,Other,1,1,OK
0,8.55,500,41,56,2,17,58.47953216374268,0,3528,Mobile,Y,Y,L,Rent,LI,Masters,Major Loss,,1,1,TN
0,113.03,24000,26,55,2,12,212.3330089356808,3,3790,Property,Y,Y,L,Rent,LI,Masters,Minor Loss,Ambulance,1,1,AL
0,72.02,2000,57,43,5,11,27.770063871146906,5,2156,Travel,Y,Y,M,Mortgage,HI,Bachelor,Minor Loss,Other,0,1,MA
0,105.39,5000,25,105,2,18,47.44283138817725,3,3255,Motor,Y,Y,L,Own,LI,Bachelor,Major Loss,Police,1,1,FL
0,101.59,10000,36,73,6,9,98.4348853233586,5,3626,Motor,N,Y,M,Mortgage,HI,,Major Loss,Other,1,1,CA
0,156.85,14000,33,86,4,22,89.25725215173733,5,833,Property,Y,Y,L,Mortgage,LI,High School,Major Loss,Police,1,0,AR
0,72.31,3000,44,27,4,23,41.48803761582077,5,495,Travel,N,Y,M,Rent,HI,MD,Total Loss,Ambulance,1,1,AK
0,94.61,7000,55,85,2,11,73.98795053377022,2,3619,Motor,N,Y,L,Rent,LI,College,Total Loss,Police,0,1,MA
0,59.49,1000,37,50,4,11,16.809547823163555,2,3274,Travel,Y,Y,L,Rent,MI,Bachelor,Minor Loss,Ambulance,1,1,MA
0,155.43,15000,44,64,7,23,96.50646593321753,5,520,Property,Y,Y,L,Rent,HI,High School,Minor Loss,Ambulance,1,1,CA
1,150.51,2000,54,107,2,14,13.288153611055744,3,1669,Health,N,N,L,Rent,MI,MD,Total Loss,Ambulance,1,0,FL
0,80.39,2000,35,114,7,19,24.878716258241074,5,2530,Travel,Y,Y,L,Rent,MI,Masters,Minor Loss,Police,1,1,AL
0,84.35,4000,29,71,4,7,47.421458209839955,0,895,Travel,N,Y,H,Mortgage,MI,Masters,Major Loss,Ambulance,1,1,AZ
0,142.68,10000,29,51,5,6,70.08690776562938,0,1784,Health,Y,Y,L,Rent,LI,High School,Major Loss,Ambulance,1,1,VT
0,90.18,1000,59,73,4,0,11.088933244621867,5,2746,Motor,N,Y,L,Own,LI,High School,Total Loss,,1,1,AL
0,70.38,1000,54,118,6,9,14.208581983518046,5,1149,Travel,Y,Y,L,Own,HI,High School,Total Loss,Police,1,0,CT
0,76.94,47000,36,25,3,23,610.8656095658955,0,529,Life,N,Y,H,Own,MI,Bachelor,Total Loss,Police,1,0,MD
0,118.67,8000,27,89,6,20,67.41383668998061,2,1991,Health,Y,Y,M,Own,LI,Masters,Major Loss,Ambulance,1,0,CA
0,94.47,3000,48,48,4,20,31.756113051762465,0,550,Travel,Y,N,M,Own,MI,PhD,Minor Loss,,1,0,TN
0,126.58,6000,46,114,2,6,47.40085321535788,2,3782,Motor,N,N,L,Rent,MI,Bachelor,Minor Loss,Police,1,1,AL
0,72.73,2000,40,42,5,4,27.498968788670425,3,2478,Motor,Y,Y,M,Own,HI,High School,Minor Loss,Ambulance,1,1,AL
0,131.38,6000,52,8,4,15,45.66905160602832,5,2806,Motor,Y,Y,L,Mortgage,HI,College,Total Loss,Police,1,1,CA
0,89.87,55000,61,107,3,23,611.9951040391677,3,1833,Life,Y,N,L,Own,LI,MD,Total Loss,Police,1,1,GA
0,7.26,200,53,25,6,10,27.548209366391184,3,1790,Mobile,N,Y,L,Mortgage,MI,Bachelor,Minor Loss,,0,0,AR
0,132.57,11000,43,45,2,3,82.97503205853512,2,3339,Health,Y,Y,L,Own,MI,Bachelor,Major Loss,Ambulance,1,1,FL
0,139.24,6000,32,62,5,12,43.091065785693765,3,1140,Motor,Y,Y,H,Own,HI,Bachelor,Total Loss,Other,1,0,FL
0,67.21,5000,54,109,5,17,74.39369141496802,1,1145,Travel,Y,Y,M,Mortgage,HI,Bachelor,Minor Loss,Police,1,0,CA
0,63.77,5000,58,71,2,21,78.40677434530343,2,2941,Travel,Y,Y,M,Rent,HI,Bachelor,Major Loss,Ambulance,0,0,CO
0,98.94,24000,26,63,6,9,242.57125530624623,1,1201,Life,Y,Y,M,Own,MI,,Minor Loss,Ambulance,0,1,KY
0,83.41,4000,44,98,4,17,47.95588058985733,5,2776,Travel,Y,Y,M,Mortgage,HI,,Minor Loss,Ambulance,1,1,VT
0,138.88,6000,57,71,4,18,43.20276497695853,5,649,Motor,Y,Y,L,Rent,HI,Bachelor,Minor Loss,Other,1,1,KY
0,111.93,12000,35,87,3,14,107.20986330742427,5,1678,Health,Y,Y,L,Own,LI,College,Major Loss,Ambulance,1,1,DC
0,97.62,35000,57,24,7,22,358.5330874820733,5,2984,Property,Y,Y,L,Rent,MI,Bachelor,Major Loss,Ambulance,1,1,MA
0,9.47,100,47,88,7,9,10.559662090813093,2,3196,Mobile,Y,Y,M,Rent,LI,Bachelor,Total Loss,Police,1,1,AK
0,79.23,3000,55,53,3,18,37.86444528587656,5,1504,Travel,Y,Y,H,Rent,MI,Masters,Minor Loss,Police,0,0,AR
0,93.55,5000,44,74,3,20,53.447354355959384,2,2210,Travel,Y,Y,M,Rent,LI,,Minor Loss,Ambulance,0,1,TN
0,79.05,10000,31,76,4,5,126.5022137887413,1,2671,Motor,Y,Y,L,Rent,MI,Masters,Minor Loss,Police,1,0,CO
0,173.22,11000,63,38,5,19,63.503059692876114,5,1613,Health,N,Y,M,Mortgage,LI,Masters,Total Loss,Police,0,1,CT
0,86.96,4000,57,63,3,19,45.998160073597056,5,3573,Motor,Y,Y,L,Own,HI,High School,Major Loss,Other,1,0,FL
0,57.16,2000,38,36,4,5,34.98950314905529,0,2121,Travel,Y,Y,L,Mortgage,MI,Bachelor,Total Loss,Ambulance,0,0,VT
0,10.26,100,64,39,3,0,9.746588693957115,5,2933,Mobile,Y,Y,L,Rent,MI,PhD,Total Loss,Police,1,1,CA
0,123.49,8000,40,98,2,10,64.78257348773181,5,2568,Motor,N,Y,M,Mortgage,MI,Masters,Major Loss,Ambulance,1,0,MA
0,120.84,20000,64,108,4,6,165.50810989738497,2,1880,Health,Y,Y,L,Rent,MI,Masters,Major Loss,Ambulance,1,1,DC
0,8.34,500,39,85,5,3,59.95203836930456,0,797,Mobile,Y,Y,M,Mortgage,HI,College,Major Loss,Police,0,1,CT
1,78.09,1000,51,61,4,7,12.805736970162632,5,2677,Travel,Y,Y,M,Own,LI,High School,Minor Loss,Police,0,1,VT
0,98.94,4000,60,22,7,21,40.42854255104103,3,2853,Travel,Y,Y,M,Rent,MI,High School,Total Loss,Ambulance,1,0,MA
0,6.11,500,50,107,2,1,81.8330605564648,2,1818,Mobile,N,Y,H,Mortgage,LI,Masters,Minor Loss,Police,1,1,DC
0,115.19,18000,38,21,4,0,156.26356454553346,5,2436,Property,N,N,M,Own,MI,High School,Minor Loss,,1,0,AL
0,82.05,34000,46,68,4,18,414.38147471054236,0,3194,Property,Y,Y,M,Own,MI,Masters,Major Loss,Police,1,1,KY
0,80.75,81000,56,57,7,13,1003.0959752321982,5,1410,Life,Y,Y,M,Own,MI,Bachelor,Major Loss,,1,1,AL
0,7.02,300,49,66,6,10,42.73504273504274,5,415,Mobile,N,Y,M,Own,MI,High School,Major Loss,Police,0,1,AL
0,10.61,600,47,113,6,21,56.550424128180964,5,1655,Mobile,Y,Y,M,Rent,MI,Bachelor,Minor Loss,Ambulance,1,1,AZ
0,54.89,63000,48,101,3,13,1147.7500455456368,5,3714,Life,N,Y,L,Own,HI,Bachelor,Major Loss,Police,0,0,TN
0,108.22,7000,43,101,3,12,64.68305304010349,0,3777,Motor,Y,Y,L,Rent,HI,MD,Minor Loss,Ambulance,1,0,AZ
0,124.09,1000,39,58,4,2,8.058667096462244,0,2560,Motor,N,Y,L,Own,MI,MD,Minor Loss,Police,1,0,KY
0,71.62,2000,33,88,6,23,27.925160569673274,1,2426,Travel,Y,Y,L,Rent,MI,Bachelor,Major Loss,Ambulance,1,1,AL
0,9.16,500,43,17,5,12,54.585152838427945,5,1325,Mobile,Y,Y,L,Mortgage,HI,PhD,Minor Loss,Police,1,1,CA
0,137.37,17000,30,119,3,4,123.75336681953847,5,1727,Health,Y,Y,L,Mortgage,HI,Bachelor,Total Loss,Police,1,1,MA
0,8.72,600,52,105,7,17,68.80733944954127,3,634,Mobile,Y,Y,M,Mortgage,LI,High School,Major Loss,Ambulance,1,1,FL
0,188.65,17000,36,38,3,5,90.11396766498807,1,3170,Health,Y,Y,H,Rent,LI,Masters,Total Loss,Police,0,0,CO
0,56.9,1000,28,96,4,18,17.57469244288225,0,1461,Travel,Y,N,L,Mortgage,HI,College,Minor Loss,,1,1,CO
0,7.04,400,57,30,6,16,56.81818181818182,5,328,Mobile,Y,Y,L,Own,HI,High School,Minor Loss,Ambulance,1,0,OK
0,64.13,52000,26,50,5,4,810.8529549352877,5,3572,Life,Y,Y,L,Rent,HI,Bachelor,Total Loss,Police,0,1,CT
0,126.21,12000,53,63,3,13,95.07962918944617,0,3230,Property,Y,Y,L,Own,MI,Bachelor,Minor Loss,Police,1,0,AL
0,85.37,32000,35,20,7,21,374.838936394518,5,2836,Property,Y,Y,L,Mortgage,HI,Masters,Total Loss,Police,1,0,AR
0,73.47,78000,51,115,4,14,1061.6578195181708,3,3379,Life,Y,Y,M,Own,LI,High School,Minor Loss,Ambulance,1,1,CT
0,52.83,1000,62,25,4,13,18.92863903085368,5,314,Travel,N,Y,H,Rent,LI,Masters,Total Loss,Ambulance,1,1,AK
0,100.73,19000,27,118,2,2,188.62305172242628,5,2448,Health,Y,Y,L,Rent,HI,Bachelor,Major Loss,Police,0,0,CO
0,86.04,52000,63,15,6,2,604.370060437006,2,329,Life,Y,Y,M,Own,MI,Bachelor,Major Loss,Ambulance,1,1,TN
0,157.38,17000,42,37,6,19,108.0188079806837,3,2507,Health,Y,Y,M,Own,HI,Masters,Total Loss,,1,1,CT
0,99.27,38000,31,36,5,16,382.79439911352875,2,1042,Property,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Ambulance,1,1,FL
0,101.37,16000,39,114,4,9,157.83762454375062,0,1828,Health,Y,Y,L,Own,HI,High School,Total Loss,Police,0,1,OK
0,155.94,38000,38,60,3,11,243.68346800051302,5,1248,Property,Y,Y,M,Rent,LI,Bachelor,Minor Loss,Police,1,1,AR
0,125.48,31000,39,31,6,22,247.05132291998723,5,372,Property,Y,Y,M,Own,HI,Masters,Major Loss,,0,1,GA
0,133.34,4000,36,8,4,7,29.99850007499625,5,535,Motor,N,Y,L,Own,HI,College,Major Loss,,0,1,MD
0,61.71,42000,27,67,2,5,680.6028196402527,5,2911,Life,Y,Y,H,Mortgage,HI,Bachelor,Major Loss,Police,1,1,VT
0,62.04,5000,37,27,7,20,80.59316569954868,2,863,Travel,N,Y,M,Rent,LI,High School,Major Loss,,1,1,CA
0,119.52,29000,30,113,7,11,242.6372155287818,2,2823,Property,Y,N,M,Mortgage,LI,High School,Minor Loss,,0,1,AZ
0,158.18,7000,26,59,6,18,44.25338222278417,5,2930,Health,Y,N,L,Mortgage,HI,Bachelor,Major Loss,Ambulance,1,1,CA
0,99.64,4000,52,89,3,4,40.14452027298274,5,2486,Travel,Y,Y,M,Mortgage,MI,College,Minor Loss,Ambulance,1,1,OK
0,99.22,17000,64,52,7,7,171.33642410804273,5,2683,Property,Y,Y,M,Own,LI,Masters,Major Loss,,0,1,FL
0,143.93,9000,30,23,7,18,62.53039672062808,5,3072,Health,Y,Y,H,Mortgage,LI,High School,Total Loss,Ambulance,0,1,AK
0,90.25,45000,49,95,5,8,498.61495844875344,5,809,Life,Y,N,H,Rent,LI,Bachelor,Minor Loss,Ambulance,1,0,GA
0,6.88,300,34,110,7,12,43.604651162790695,5,1838,Mobile,N,Y,L,Mortgage,LI,High School,Minor Loss,Police,1,1,AL
0,163.03,8000,47,18,3,4,49.07072317978286,2,674,Health,N,N,M,Rent,MI,Bachelor,Major Loss,Other,0,1,KY
0,94.96,18000,35,94,6,8,189.55349620893008,3,1146,Property,Y,Y,M,Mortgage,MI,,Total Loss,Police,1,0,DC
0,109.91,19000,41,65,2,8,172.86871076335183,1,1980,Health,Y,Y,L,Mortgage,HI,College,Minor Loss,Police,0,0,AK
0,80.92,46000,35,36,2,3,568.4626791893228,5,3247,Life,Y,Y,H,Mortgage,LI,High School,Major Loss,Ambulance,0,1,CT
0,7.85,600,54,40,3,14,76.43312101910828,5,3459,Mobile,Y,Y,L,Mortgage,LI,High School,Major Loss,Police,1,1,MD
0,140.78,5000,28,7,5,20,35.51640858076431,5,962,Health,Y,Y,M,Mortgage,HI,Bachelor,Total Loss,Police,0,1,AK
0,74.89,2000,52,76,4,16,26.70583522499666,3,1371,Travel,Y,Y,L,Own,LI,Bachelor,Total Loss,Ambulance,1,1,MA
0,149.16,25000,34,23,6,1,167.60525610083133,5,2276,Property,Y,Y,M,Own,MI,Bachelor,Major Loss,,0,0,TN
0,11.04,700,37,68,7,19,63.40579710144928,5,1776,Mobile,Y,N,L,Mortgage,LI,High School,Major Loss,Police,1,1,MA
0,142.75,23000,45,37,6,13,161.12084063047286,5,2243,Property,N,Y,L,Rent,HI,Bachelor,Minor Loss,Ambulance,1,1,CO
0,78.25,11000,25,75,6,16,140.57507987220447,0,3583,Life,N,Y,M,Own,MI,Bachelor,Major Loss,Ambulance,0,1,KY
0,88.62,8000,54,97,5,5,90.27307605506657,1,3654,Motor,Y,Y,H,Own,MI,Bachelor,Minor Loss,Ambulance,0,1,CO
0,119.21,1000,62,64,3,11,8.388558006878618,1,2490,Motor,N,Y,L,Rent,HI,Bachelor,Major Loss,Ambulance,0,0,GA
0,139.49,9000,63,94,2,5,64.52075417592658,5,2713,Motor,Y,Y,L,Rent,MI,Bachelor,Minor Loss,,1,1,KY
0,9.31,100,30,68,4,16,10.741138560687432,5,1105,Mobile,Y,Y,H,Own,HI,College,Total Loss,Other,0,1,FL
0,81.69,32000,25,73,3,14,391.72481331864367,5,2663,Property,Y,Y,L,Mortgage,MI,,Total Loss,Ambulance,1,1,KY
0,64.91,4000,33,97,7,21,61.62378678169774,1,858,Travel,Y,Y,L,Rent,LI,,Major Loss,Ambulance,0,0,CA
0,69.01,47000,64,60,6,22,681.0607158382843,2,1258,Life,Y,Y,M,Mortgage,MI,High School,Minor Loss,Police,1,1,MD
0,7.81,400,37,7,2,6,51.216389244558265,0,3469,Mobile,N,Y,H,Mortgage,LI,High School,Total Loss,Ambulance,0,1,VT
0,93.65,3000,63,80,5,17,32.03416978109984,5,3285,Travel,N,Y,M,Rent,MI,MD,Major Loss,Police,0,1,OK
1,135.73,12000,58,57,5,15,88.41081558977382,3,1531,Property,N,Y,M,Rent,LI,Bachelor,Major Loss,Ambulance,0,1,KY
0,122.05,20000,29,28,2,22,163.86726751331423,0,412,Property,N,Y,M,Mortgage,HI,MD,Major Loss,Police,0,1,DC
0,186.39,11000,59,39,4,13,59.016041633134826,2,2532,Health,N,Y,M,Mortgage,MI,Bachelor,Major Loss,Ambulance,0,1,CO
0,99.16,3000,28,26,5,6,30.254134731746674,5,969,Travel,N,Y,L,Own,LI,Masters,Total Loss,Police,1,1,AR
0,142.83,35000,32,49,4,6,245.04655884618074,1,2678,Property,N,Y,M,Rent,MI,College,Major Loss,Police,0,1,MD
0,74.55,31000,59,40,6,19,415.8283031522468,5,2836,Life,N,Y,M,Rent,MI,Bachelor,Major Loss,Police,1,1,GA
0,147.04,16000,48,32,7,3,108.8139281828074,5,2914,Property,N,Y,L,Mortgage,HI,High School,Total Loss,,1,1,CO
0,162.73,9000,33,33,5,11,55.306335648005906,2,2138,Health,Y,Y,M,Own,MI,Bachelor,Total Loss,Police,1,1,TN
0,77.22,10000,43,50,4,23,129.5001295001295,5,1556,Motor,Y,Y,M,Rent,MI,Bachelor,Total Loss,,1,1,AK
0,65.68,4000,50,88,3,18,60.90133982947624,2,2748,Travel,N,Y,L,Own,HI,High School,Major Loss,Ambulance,1,0,AR
0,173.35,10000,34,83,6,4,57.68676088837612,5,1346,Health,Y,Y,H,Rent,MI,College,Major Loss,Ambulance,0,1,MA
0,102.47,2000,43,20,4,11,19.517907680296673,2,3557,Motor,N,Y,M,Rent,MI,Bachelor,Total Loss,,1,1,AZ
0,84.83,40000,37,111,2,15,471.5312978898975,2,3596,Property,Y,Y,L,Rent,MI,Masters,Major Loss,Ambulance,1,1,OK
0,10.54,700,38,37,5,14,66.41366223908919,3,2756,Mobile,Y,Y,L,Rent,MI,Bachelor,Major Loss,Ambulance,1,0,CT
0,85.24,2000,44,46,3,12,23.463162834350072,1,3455,Motor,Y,Y,L,Rent,MI,Bachelor,Total Loss,,1,1,AZ
0,131.91,3000,28,95,5,11,22.742779167614284,5,970,Motor,Y,Y,L,Rent,MI,College,Minor Loss,Ambulance,1,1,AL
0,128.7,4000,37,98,3,10,31.080031080031084,5,2811,Motor,N,Y,M,Rent,HI,High School,Total Loss,Police,0,0,AZ
0,198.47,16000,53,23,3,16,80.61671789187282,5,3441,Health,Y,Y,L,Mortgage,MI,High School,Total Loss,Police,1,1,CO
0,85.2,26000,37,117,7,6,305.1643192488263,2,3450,Property,Y,Y,M,Own,LI,College,Minor Loss,Police,1,1,AZ
0,83.87,65000,61,54,2,19,775.0089424108739,5,2785,Life,Y,Y,M,Rent,MI,Bachelor,Total Loss,Ambulance,0,1,CT
0,51.9,52000,53,62,5,13,1001.9267822736031,5,2601,Life,Y,Y,L,Rent,LI,Bachelor,Total Loss,Ambulance,1,1,KY
0,79.47,7000,43,66,7,17,88.08355354221719,5,3670,Motor,Y,Y,L,Mortgage,MI,High School,Total Loss,Ambulance,0,1,CA
0,149.7,14000,59,58,5,8,93.52037408149633,5,927,Health,Y,Y,H,Rent,HI,Bachelor,Minor Loss,Ambulance,1,1,CA
0,130.94,40000,52,72,3,14,305.4834275240568,5,701,Property,N,Y,L,Rent,LI,Bachelor,Total Loss,Police,1,1,KY
1,95.6,12000,25,16,5,21,125.52301255230127,5,3488,Property,Y,Y,M,Own,LI,Bachelor,Minor Loss,Police,0,0,AZ
0,97.01,1000,59,28,7,22,10.308215647871354,5,981,Travel,Y,Y,L,Mortgage,LI,Bachelor,Total Loss,Ambulance,0,1,CA
0,74.69,98000,30,57,6,14,1312.0899718837863,1,1795,Life,Y,Y,L,Own,MI,MD,Minor Loss,Other,0,1,AR
0,142.35,24000,54,94,4,11,168.59852476290834,5,959,Property,Y,Y,L,Mortgage,MI,Bachelor,Minor Loss,Ambulance,0,0,CA
0,50.57,4000,50,71,2,20,79.09827961241842,5,2079,Travel,Y,Y,L,Own,HI,College,Minor Loss,Ambulance,1,1,TN
0,85.31,7000,25,78,5,10,82.05368655491736,1,2322,Motor,Y,Y,H,Mortgage,MI,Bachelor,Major Loss,Other,1,1,AK
0,114.84,12000,40,32,5,10,104.4932079414838,5,3760,Property,Y,Y,M,Mortgage,MI,High School,Major Loss,Other,1,0,OK
0,88.0,5000,34,117,7,6,56.81818181818182,1,1872,Travel,Y,Y,M,Own,HI,High School,Major Loss,Ambulance,1,1,OK
0,79.52,8000,47,102,2,10,100.6036217303823,5,558,Motor,N,Y,L,Mortgage,MI,PhD,Major Loss,Ambulance,1,1,OK
0,158.78,19000,53,118,5,8,119.66242599823656,3,3031,Property,N,Y,L,Mortgage,MI,PhD,Major Loss,Police,1,0,AR
0,94.52,12000,39,64,7,16,126.95725772323318,0,1504,Property,N,N,H,Mortgage,HI,Masters,Total Loss,Police,1,1,DC
0,87.53,4000,36,23,5,23,45.69861761681709,5,443,Travel,Y,Y,L,Rent,LI,PhD,Minor Loss,,0,1,OK
0,77.74,10000,34,59,7,6,128.63390789812195,5,3186,Motor,Y,Y,H,Mortgage,MI,High School,Total Loss,Ambulance,1,1,CA
0,124.27,5000,40,25,5,15,40.23497223786916,5,1029,Motor,Y,Y,L,Rent,MI,High School,Major Loss,Ambulance,1,1,CT
0,88.45,100000,63,58,2,3,1130.5822498586772,3,1215,Life,Y,Y,H,Own,LI,Bachelor,Total Loss,,1,1,OK
0,183.82,9000,49,24,4,21,48.96094005004896,0,3069,Health,Y,Y,M,Rent,LI,Bachelor,Major Loss,Ambulance,0,0,VT
0,119.34,20000,63,52,5,17,167.5884028825205,3,526,Health,Y,Y,M,Rent,LI,Bachelor,Minor Loss,Police,1,0,MA
0,8.0,300,56,67,4,7,37.5,5,1238,Mobile,Y,Y,M,Own,HI,College,Major Loss,Ambulance,1,1,FL
0,106.57,40000,48,90,4,0,375.34015201276156,1,1855,Property,Y,Y,M,Rent,MI,Masters,Minor Loss,Ambulance,0,1,FL
0,6.96,200,39,22,4,18,28.735632183908045,5,2067,Mobile,Y,Y,M,Rent,LI,College,Major Loss,Other,1,0,VT
0,8.17,700,48,52,5,16,85.67931456548348,0,660,Mobile,Y,Y,M,Mortgage,LI,High School,Total Loss,Ambulance,1,1,AR
0,79.9,47000,28,52,7,12,588.2352941176471,5,1183,Life,Y,Y,H,Mortgage,MI,MD,Minor Loss,Ambulance,1,1,AK
0,95.37,25000,34,58,3,7,262.1369403376324,5,3465,Property,Y,Y,L,Own,LI,MD,Total Loss,Other,1,0,AK
0,96.98,76000,53,83,2,4,783.6667354093627,5,542,Life,Y,Y,L,Own,LI,Bachelor,Total Loss,,0,1,CA
0,138.26,10000,48,43,3,0,72.32749891508752,5,360,Motor,Y,Y,L,Own,MI,High School,Minor Loss,Ambulance,0,1,CT
0,79.22,5000,43,106,6,0,63.11537490532694,1,1194,Motor,N,Y,M,Own,MI,Bachelor,Minor Loss,Ambulance,1,0,CA
0,120.99,16000,49,79,3,10,132.24233407719646,5,1304,Health,Y,Y,L,Mortgage,MI,,Major Loss,Ambulance,0,0,VT
0,8.91,400,26,94,5,15,44.89337822671156,0,2760,Mobile,Y,Y,L,Own,MI,Bachelor,Major Loss,Police,1,0,GA
0,143.73,19000,49,63,2,3,132.1923050163501,2,559,Property,Y,N,L,Own,LI,PhD,Total Loss,Police,1,1,TN
0,127.42,3000,63,23,4,15,23.54418458640716,1,1236,Motor,Y,N,H,Own,HI,MD,Minor Loss,,1,1,DC
0,85.82,26000,35,105,7,10,302.95968305756236,0,2282,Property,N,Y,L,Mortgage,MI,High School,Total Loss,Ambulance,0,1,MD
0,167.8,17000,56,16,5,0,101.31108462455303,3,2776,Health,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Ambulance,1,1,AR
0,156.72,16000,37,113,4,12,102.09290454313425,1,1005,Health,Y,Y,M,Rent,MI,MD,Minor Loss,Ambulance,0,1,AK
0,6.31,400,39,34,5,7,63.391442155309036,5,3512,Mobile,Y,Y,M,Rent,MI,High School,Major Loss,Police,0,1,AR
0,95.75,1000,29,42,7,18,10.443864229765014,5,689,Travel,Y,Y,M,Own,MI,,Major Loss,Other,0,1,AZ
0,55.7,5000,39,98,7,9,89.76660682226212,5,2761,Travel,Y,Y,M,Mortgage,MI,Bachelor,Minor Loss,Police,1,0,AR
0,121.77,19000,28,60,6,5,156.03186334893653,2,1487,Health,Y,Y,M,Mortgage,MI,Bachelor,Major Loss,Other,0,1,CA
0,110.27,8000,53,19,4,9,72.54919742450349,0,2685,Motor,Y,Y,M,Mortgage,MI,High School,Major Loss,Police,1,1,DC
0,184.48,15000,40,72,4,10,81.30962705984389,5,678,Health,N,Y,L,Mortgage,HI,College,Total Loss,Police,1,0,CA
0,159.13,39000,28,29,6,10,245.08263683780558,0,539,Property,Y,Y,M,Own,HI,Masters,Major Loss,Ambulance,1,0,AR
0,7.73,300,63,109,3,16,38.809831824062094,5,2537,Mobile,Y,Y,L,Rent,MI,Bachelor,Minor Loss,Police,1,1,KY
0,8.23,500,50,90,5,22,60.75334143377886,5,2932,Mobile,Y,Y,M,Mortgage,MI,Bachelor,Major Loss,Police,1,1,GA
0,11.9,300,39,96,2,9,25.210084033613445,3,1663,Mobile,Y,Y,L,Own,MI,College,Total Loss,Police,0,1,MD
0,189.5,6000,42,84,7,7,31.662269129287598,3,2462,Health,Y,Y,L,Mortgage,MI,Bachelor,Major Loss,Police,0,1,MD
0,76.3,11000,35,89,4,15,144.16775884665793,5,952,Life,Y,Y,M,Mortgage,LI,High School,Total Loss,Ambulance,1,0,OK
0,145.58,13000,64,104,4,15,89.2979804918258,5,1044,Property,Y,Y,M,Own,LI,Bachelor,Total Loss,,1,0,CA
0,111.74,2000,53,43,2,11,17.89869339538214,5,1317,Motor,N,Y,L,Mortgage,HI,Bachelor,Total Loss,Other,1,1,CA
0,72.13,52000,63,9,7,17,720.9205600998198,2,3139,Life,N,Y,L,Own,MI,Bachelor,Total Loss,Other,1,1,AR
0,101.1,6000,60,19,4,19,59.34718100890208,0,2855,Motor,N,Y,M,Mortgage,HI,MD,Major Loss,Ambulance,1,0,CA
0,150.16,3000,30,108,5,13,19.978689397975494,1,2925,Health,Y,Y,L,Rent,LI,Bachelor,Total Loss,Other,1,1,DC
